date,product_code,customer_code,sold_quantity
01-01-2024,CRIC1FC74E,70002017,147
01-01-2024,CRIC905F1B,70002017,600
01-01-2024,CRIC35B3C7,70002017,212
01-01-2024,CRIC462BA5,70002017,554
01-01-2024,CRICBDB8DA,70002017,380
01-01-2024,CRIC1BA87E,70002017,183
01-01-2024,CRIC7633A6,70002017,467
01-01-2024,CRIC8B52CE,70002017,625
01-01-2024,CRIC538334,70002017,520
01-01-2024,CRIC385D92,70002017,454
01-01-2024,CRICF950D4,70002017,606
01-01-2024,CRIC16E55F,70002017,497
01-01-2024,CRIC02DA3C,70002017,318
01-01-2024,CRIC98DB22,70002017,616
01-01-2024,CRICCE879E,70002017,583
01-01-2024,CRIC372046,70002017,552
01-01-2024,CRICF6D4C2,70002017,402
01-01-2024,CRIC7270D1,70002017,233
01-01-2024,CRIC64B186,70002017,124
01-01-2024,CRIC2841E6,70002017,209
01-01-2024,CRIC2101AF,70002017,528
01-01-2024,CRICDB62E7,70002017,573
01-01-2024,CRICA7A3B4,70002017,366
01-01-2024,CRICD69383,70002017,552
01-01-2024,FISH731A02,70002017,323
01-01-2024,FISH8CF49F,70002017,500
01-01-2024,FISH6AC780,70002017,94
01-01-2024,FISHC4F1E3,70002017,498
01-01-2024,FISH9C6E1A,70002017,492
01-01-2024,FISH9DCA51,70002017,361
01-01-2024,FISHA6E17F,70002017,172
01-01-2024,FOOTDA10C6,70002017,248
01-01-2024,FOOT8B25BD,70002017,334
01-01-2024,FOOTBCD3A9,70002017,371
01-01-2024,FOOTC865F3,70002017,531
01-01-2024,FOOT9DB3E4,70002017,483
01-01-2024,FOOTB533BF,70002017,567
01-01-2024,FOOT80D996,70002017,506
01-01-2024,FOOT0CD3DE,70002017,149
01-01-2024,FOOT528FB5,70002017,476
01-01-2024,FOOT86D9A9,70002017,511
01-01-2024,FOOT0E544D,70002017,556
01-01-2024,FOOTF63A17,70002017,372
01-01-2024,FOOT93E2C6,70002017,561
01-01-2024,FOOT2BAAAD,70002017,543
01-01-2024,FOOT9B3291,70002017,241
01-01-2024,FOOT7DA9E9,70002017,226
01-01-2024,FOOT6681B1,70002017,173
01-01-2024,FOOT2271DD,70002017,316
01-01-2024,FOOT614FC7,70002017,372
01-01-2024,FOOT41CE85,70002017,438
01-01-2024,FOOTC136F5,70002017,96
01-01-2024,FOOT7EB7BC,70002017,3
01-01-2024,FOOT17860D,70002017,3
01-01-2024,FOOT63FDD7,70002017,1
01-01-2024,FOOT21667B,70002017,5
01-01-2024,FOOTFCA276,70002017,2
01-01-2024,FOOTD3B001,70002017,5
01-01-2024,FOOT65813B,70002017,5
01-01-2024,FOOT4A3199,70002017,2
01-01-2024,FOOTFA6CB6,70002017,1
01-01-2024,FOOT424157,70002017,6
01-01-2024,FOOT67945A,70002017,3
01-01-2024,FOOTAB35F3,70002017,2
01-01-2024,FOOT489639,70002017,4
01-01-2024,FOOT49D279,70002017,1
01-01-2024,HNDLA1722E,70002017,6
01-01-2024,HNDL03C073,70002017,2
01-01-2024,HNDL9B1B7D,70002017,4
01-01-2024,HIKD0476A,70002017,12
01-01-2024,HIKAED3D8,70002017,14
01-01-2024,HIKD8EC67,70002017,14
01-01-2024,HIK5BEC68,70002017,9
01-01-2024,HIK8D130E,70002017,22
01-01-2024,HIK551B1C,70002017,9
01-01-2024,HIKC3460C,70002017,22
01-01-2024,HIKF7229D,70002017,5
01-01-2024,HIK070F0B,70002017,7
01-01-2024,HIKCAC6DD,70002017,10
01-01-2024,HIK77A350,70002017,17
01-01-2024,HIK1EDFAB,70002017,16
01-01-2024,HIK36B5E7,70002017,10
01-01-2024,HIK3D8B94,70002017,6
01-01-2024,HIKBE06F0,70002017,22
01-01-2024,HIKD4C3B1,70002017,12
01-01-2024,HIK477AAF,70002017,21
01-01-2024,HIK3DF988,70002017,20
01-01-2024,HIKD36FFD,70002017,11
01-01-2024,HIKFE5678,70002017,7
01-01-2024,HIKF1C8B8,70002017,15
01-01-2024,HIKC8C113,70002017,12
01-01-2024,HIK122A22,70002017,14
01-01-2024,HIKAD4D17,70002017,11
01-01-2024,HORSE77A541,70002017,12
01-01-2024,HORSE2EEE60,70002017,7
01-01-2024,HORSE3B12B0,70002017,6
01-01-2024,HORSEAE5456,70002017,14
01-01-2024,HORSEB0E845,70002017,10
01-01-2024,HORSE63358C,70002017,21
01-01-2024,HORSEEB0E93,70002017,7
01-01-2024,HORSEE8A02C,70002017,6
01-01-2024,HORSE32EC33,70002017,15
01-01-2024,RUND03BFE,70002017,15
01-01-2024,RUND9B589,70002017,15
01-01-2024,RUN6DCFAC,70002017,16
01-01-2024,RUN1AB696,70002017,10
01-01-2024,RUN4820EF,70002017,4
01-01-2024,RUN339949,70002017,11
01-01-2024,RUN10A073,70002017,6
01-01-2024,RUNB90BB2,70002017,5
01-01-2024,RUN785BD8,70002017,8
01-01-2024,RUN51B03C,70002017,17
01-01-2024,RUN1D0017,70002017,4
01-01-2024,RUN192A50,70002017,10
01-01-2024,RUN5C06BF,70002017,14
01-01-2024,RUNEBBF53,70002017,14
01-01-2024,RUN907813,70002017,13
01-01-2024,SKAT751A86,70002017,16
01-01-2024,SKATCB097A,70002017,12
01-01-2024,SKAT407D01,70002017,15
01-01-2024,SKAT8BFE91,70002017,8
01-01-2024,SKAT47003B,70002017,16
01-01-2024,SKAT24B8F2,70002017,16
01-01-2024,SKAT8A94D3,70002017,10
01-01-2024,SKATC23D72,70002017,15
01-01-2024,SKATDA2B42,70002017,7
01-01-2024,SQUA4C7DCE,70002017,15
01-01-2024,SQUA99D795,70002017,8
01-01-2024,SQUABC7FB7,70002017,1
01-01-2024,SQUAC908FD,70002017,2
01-01-2024,SQUA84B377,70002017,4
01-01-2024,SQUA732DF1,70002017,2
01-01-2024,SQUA22F29D,70002017,4
01-01-2024,SQUA82575A,70002017,4
01-01-2024,SURF56D4BF,70002017,4
01-01-2024,SURF2EBCCA,70002017,3
01-01-2024,SURF8627B1,70002017,4
01-01-2024,SURF7A248A,70002017,2
01-01-2024,SURF60F2D1,70002017,4
01-01-2024,SURFE9DE14,70002017,4
01-01-2024,SURFEB883D,70002017,4
01-01-2024,SURFF237F1,70002017,2
01-01-2024,SURF69CACC,70002017,1
01-01-2024,SWIM8BE666,70002017,4
01-01-2024,SWIM0619EB,70002017,2
01-01-2024,SWIM38D257,70002017,1
01-01-2024,SWIM814E22,70002017,2
01-01-2024,SWIMAEF4F3,70002017,2
01-01-2024,SWIMCA28CC,70002017,1
01-01-2024,SWIM3B2B99,70002017,2
01-01-2024,SWIM4F5CDD,70002017,1
01-01-2024,SWIMB4058D,70002017,4
01-01-2024,SWIM139E14,70002017,1
01-01-2024,SWIME2E04A,70002017,2
01-01-2024,SWIMBAC8EE,70002017,3
01-01-2024,SWIM2785E8,70002017,1
01-01-2024,SWIM8D675F,70002017,2
01-01-2024,SWIM98EEF3,70002017,2
01-01-2024,SWIM9CB0C3,70002017,3
01-01-2024,SWIM3BD53D,70002017,2
01-01-2024,SWIM684A76,70002017,2
01-01-2024,TENN8CF37E,70002017,1
01-01-2024,TENNE19233,70002017,1
01-01-2024,TENN6E46CF,70002017,1
01-01-2024,TENNDCCD5A,70002017,1
01-01-2024,TENN514228,70002017,1
01-01-2024,TENN0CFFE7,70002017,1
01-01-2024,VOLLD0506F,70002017,259
01-01-2024,VOLLC5F036,70002017,151
01-01-2024,VOLLA6AAB1,70002017,721
01-01-2024,VOLLF5D4E6,70002017,585
01-01-2024,VOLLEEC6A4,70002017,575
01-01-2024,VOLL56AE91,70002017,291
01-01-2024,VOLLDDFCD0,70002017,114
01-01-2024,VOLL4B8018,70002017,716
01-01-2024,WLFT9CBF85,70002017,259
01-01-2024,WLFTB0B8BE,70002017,306
01-01-2024,WLFTB7DF2B,70002017,186
01-01-2024,WLFT52B261,70002017,600
01-01-2024,YOGA19401E,70002017,390
01-01-2024,YOGACE3F89,70002017,112
01-01-2024,YOGA4680D3,70002017,688
01-01-2024,YOGA1B22A2,70002017,771
01-01-2024,YOGA6FA844,70002017,518
01-01-2024,YOGAA7E602,70002017,521
01-01-2024,ARCHDDE20D,70002018,122
01-01-2024,ARCH158F41,70002018,159
01-01-2024,ARCHAFF0E4,70002018,45
01-01-2024,ARCH6B94F7,70002018,78
01-01-2024,ARCH5D1FE7,70002018,135
01-01-2024,ARCH7B49A9,70002018,95
01-01-2024,ARCH497D34,70002018,54
01-01-2024,ARCHE71D79,70002018,86
01-01-2024,BADM88C384,70002018,90
01-01-2024,BADMA5EBA3,70002018,95
01-01-2024,BADM4BAB38,70002018,93
01-01-2024,BADMDC6AB1,70002018,13
01-01-2024,BADM50C510,70002018,63
01-01-2024,BADM2459FB,70002018,119
01-01-2024,BADM9DDCED,70002018,67
01-01-2024,BADMD11DA6,70002018,20
01-01-2024,BADMDA1B05,70002018,124
01-01-2024,BADM376040,70002018,108
01-01-2024,BADM03A202,70002018,57
01-01-2024,BADME151E6,70002018,123
01-01-2024,BADMDA5EC8,70002018,111
01-01-2024,BADM48A260,70002018,115
01-01-2024,BADM8FFE12,70002018,32
01-01-2024,BADM1B8332,70002018,31
01-01-2024,BADM7E90FB,70002018,49
01-01-2024,BASK7F5383,70002018,67
01-01-2024,BASKEE612D,70002018,101
01-01-2024,BASK4C69DF,70002018,84
01-01-2024,BASK9E4294,70002018,16
01-01-2024,BASKEE32E4,70002018,84
01-01-2024,BASKE57A19,70002018,100
01-01-2024,BASK728A58,70002018,70
01-01-2024,BASKED86BF,70002018,29
01-01-2024,BASK32528E,70002018,102
01-01-2024,CAMP24F868,70002018,56
01-01-2024,CAMPA3B110,70002018,64
01-01-2024,CAMPEE1159,70002018,24
01-01-2024,CAMP7A5E65,70002018,59
01-01-2024,CAMP69AF0F,70002018,73
01-01-2024,CAMP10C410,70002018,52
01-01-2024,CAMPECAADE,70002018,92
01-01-2024,CAMPF24336,70002018,73
01-01-2024,CAMPE624C8,70002018,85
01-01-2024,CAMP11E3FA,70002018,58
01-01-2024,CAMPCB6B05,70002018,14
01-01-2024,CAMPDFA679,70002018,41
01-01-2024,CAMP4005E6,70002018,64
01-01-2024,CRIC6888B0,70002018,35
01-01-2024,CRICE4E9A2,70002018,5
01-01-2024,CRIC670481,70002018,6
01-01-2024,CRICCCD675,70002018,34
01-01-2024,CRIC05FECB,70002018,19
01-01-2024,CRIC681856,70002018,27
01-01-2024,CRICBBFD56,70002018,4
01-01-2024,CRIC57FB52,70002018,19
01-01-2024,CRIC294CD6,70002018,17
01-01-2024,CRIC892BAA,70002018,7
01-01-2024,CRIC2AE4DF,70002018,23
01-01-2024,CRICC0D928,70002018,6
01-01-2024,CRIC1FC74E,70002018,526
01-01-2024,CRIC905F1B,70002018,167
01-01-2024,CRIC35B3C7,70002018,530
01-01-2024,CRIC462BA5,70002018,117
01-01-2024,CRICBDB8DA,70002018,631
01-01-2024,CRIC1BA87E,70002018,602
01-01-2024,CRIC7633A6,70002018,713
01-01-2024,CRIC8B52CE,70002018,467
01-01-2024,CRIC538334,70002018,262
01-01-2024,CRIC385D92,70002018,330
01-01-2024,CRICF950D4,70002018,393
01-01-2024,CRIC16E55F,70002018,258
01-01-2024,CRIC02DA3C,70002018,312
01-01-2024,CRIC98DB22,70002018,154
01-01-2024,CRICCE879E,70002018,444
01-01-2024,CRIC372046,70002018,73
01-01-2024,CRICF6D4C2,70002018,78
01-01-2024,CRIC7270D1,70002018,343
01-01-2024,CRIC64B186,70002018,132
01-01-2024,CRIC2841E6,70002018,118
01-01-2024,CRIC2101AF,70002018,181
01-01-2024,CRICDB62E7,70002018,356
01-01-2024,CRICA7A3B4,70002018,107
01-01-2024,CRICD69383,70002018,677
01-01-2024,FISH731A02,70002018,469
01-01-2024,FISH8CF49F,70002018,298
01-01-2024,FISH6AC780,70002018,258
01-01-2024,FISHC4F1E3,70002018,493
01-01-2024,FISH9C6E1A,70002018,295
01-01-2024,FISH9DCA51,70002018,422
01-01-2024,FISHA6E17F,70002018,365
01-01-2024,FOOTDA10C6,70002018,520
01-01-2024,FOOT8B25BD,70002018,407
01-01-2024,FOOTBCD3A9,70002018,554
01-01-2024,FOOTC865F3,70002018,236
01-01-2024,FOOT9DB3E4,70002018,106
01-01-2024,FOOTB533BF,70002018,275
01-01-2024,FOOT80D996,70002018,297
01-01-2024,FOOT0CD3DE,70002018,366
01-01-2024,FOOT528FB5,70002018,457
01-01-2024,FOOT86D9A9,70002018,447
01-01-2024,FOOT0E544D,70002018,118
01-01-2024,FOOTF63A17,70002018,455
01-01-2024,FOOT93E2C6,70002018,347
01-01-2024,FOOT2BAAAD,70002018,342
01-01-2024,FOOT9B3291,70002018,245
01-01-2024,FOOT7DA9E9,70002018,564
01-01-2024,FOOT6681B1,70002018,253
01-01-2024,FOOT2271DD,70002018,115
01-01-2024,FOOT614FC7,70002018,530
01-01-2024,FOOT41CE85,70002018,382
01-01-2024,FOOTC136F5,70002018,523
01-01-2024,FOOT7EB7BC,70002018,6
01-01-2024,FOOT17860D,70002018,1
01-01-2024,FOOT63FDD7,70002018,2
01-01-2024,FOOT21667B,70002018,3
01-01-2024,FOOTFCA276,70002018,5
01-01-2024,FOOTD3B001,70002018,6
01-01-2024,FOOT65813B,70002018,3
01-01-2024,FOOT4A3199,70002018,1
01-01-2024,FOOTFA6CB6,70002018,1
01-01-2024,FOOT424157,70002018,3
01-01-2024,FOOT67945A,70002018,4
01-01-2024,FOOTAB35F3,70002018,2
01-01-2024,FOOT489639,70002018,2
01-01-2024,FOOT49D279,70002018,3
01-01-2024,HNDLA1722E,70002018,5
01-01-2024,HNDL03C073,70002018,3
01-01-2024,HNDL9B1B7D,70002018,1
01-01-2024,HIKD0476A,70002018,8
01-01-2024,HIKAED3D8,70002018,6
01-01-2024,HIKD8EC67,70002018,11
01-01-2024,HIK5BEC68,70002018,12
01-01-2024,HIK8D130E,70002018,21
01-01-2024,HIK551B1C,70002018,20
01-01-2024,HIKC3460C,70002018,20
01-01-2024,HIKF7229D,70002018,6
01-01-2024,HIK070F0B,70002018,19
01-01-2024,HIKCAC6DD,70002018,20
01-01-2024,HIK77A350,70002018,22
01-01-2024,HIK1EDFAB,70002018,4
01-01-2024,HIK36B5E7,70002018,20
01-01-2024,HIK3D8B94,70002018,4
01-01-2024,HIKBE06F0,70002018,17
01-01-2024,HIKD4C3B1,70002018,17
01-01-2024,HIK477AAF,70002018,16
01-01-2024,HIK3DF988,70002018,6
01-01-2024,HIKD36FFD,70002018,13
01-01-2024,HIKFE5678,70002018,12
01-01-2024,HIKF1C8B8,70002018,17
01-01-2024,HIKC8C113,70002018,10
01-01-2024,HIK122A22,70002018,7
01-01-2024,HIKAD4D17,70002018,16
01-01-2024,HORSE77A541,70002018,6
01-01-2024,HORSE2EEE60,70002018,9
01-01-2024,HORSE3B12B0,70002018,19
01-01-2024,HORSEAE5456,70002018,12
01-01-2024,HORSEB0E845,70002018,8
01-01-2024,HORSE63358C,70002018,14
01-01-2024,HORSEEB0E93,70002018,10
01-01-2024,HORSEE8A02C,70002018,10
01-01-2024,HORSE32EC33,70002018,6
01-01-2024,RUND03BFE,70002018,14
01-01-2024,RUND9B589,70002018,7
01-01-2024,RUN6DCFAC,70002018,8
01-01-2024,RUN1AB696,70002018,3
01-01-2024,RUN4820EF,70002018,12
01-01-2024,RUN339949,70002018,15
01-01-2024,RUN10A073,70002018,10
01-01-2024,RUNB90BB2,70002018,5
01-01-2024,RUN785BD8,70002018,15
01-01-2024,RUN51B03C,70002018,16
01-01-2024,RUN1D0017,70002018,3
01-01-2024,RUN192A50,70002018,12
01-01-2024,RUN5C06BF,70002018,5
01-01-2024,RUNEBBF53,70002018,4
01-01-2024,RUN907813,70002018,16
01-01-2024,SKAT751A86,70002018,10
01-01-2024,SKATCB097A,70002018,10
01-01-2024,SKAT407D01,70002018,16
01-01-2024,SKAT8BFE91,70002018,15
01-01-2024,SKAT47003B,70002018,13
01-01-2024,SKAT24B8F2,70002018,10
01-01-2024,SKAT8A94D3,70002018,12
01-01-2024,SKATC23D72,70002018,6
01-01-2024,SKATDA2B42,70002018,14
01-01-2024,SQUA4C7DCE,70002018,14
01-01-2024,SQUA99D795,70002018,3
01-01-2024,SQUABC7FB7,70002018,3
01-01-2024,SQUAC908FD,70002018,4
01-01-2024,SQUA84B377,70002018,4
01-01-2024,SQUA732DF1,70002018,2
01-01-2024,SQUA22F29D,70002018,1
01-01-2024,SQUA82575A,70002018,2
01-01-2024,SURF56D4BF,70002018,3
01-01-2024,SURF2EBCCA,70002018,4
01-01-2024,SURF8627B1,70002018,3
01-01-2024,SURF7A248A,70002018,2
01-01-2024,SURF60F2D1,70002018,2
01-01-2024,SURFE9DE14,70002018,2
01-01-2024,SURFEB883D,70002018,2
01-01-2024,SURFF237F1,70002018,2
01-01-2024,SURF69CACC,70002018,2
01-01-2024,SWIM8BE666,70002018,1
01-01-2024,SWIM0619EB,70002018,2
01-01-2024,SWIM38D257,70002018,1
01-01-2024,SWIM814E22,70002018,4
01-01-2024,SWIMAEF4F3,70002018,2
01-01-2024,SWIMCA28CC,70002018,1
01-01-2024,SWIM3B2B99,70002018,1
01-01-2024,SWIM4F5CDD,70002018,1
01-01-2024,SWIMB4058D,70002018,4
01-01-2024,SWIM139E14,70002018,2
01-01-2024,SWIME2E04A,70002018,3
01-01-2024,SWIMBAC8EE,70002018,1
01-01-2024,SWIM2785E8,70002018,3
01-01-2024,SWIM8D675F,70002018,4
01-01-2024,SWIM98EEF3,70002018,4
01-01-2024,SWIM9CB0C3,70002018,1
01-01-2024,SWIM3BD53D,70002018,4
01-01-2024,SWIM684A76,70002018,3
01-01-2024,TENN8CF37E,70002018,1
01-01-2024,TENNE19233,70002018,1
01-01-2024,TENN6E46CF,70002018,1
01-01-2024,TENN6AD4AC,70002018,1
01-01-2024,TENNDCCD5A,70002018,1
01-01-2024,TENN514228,70002018,1
01-01-2024,TENN0CFFE7,70002018,1
01-01-2024,VOLLD0506F,70002018,758
01-01-2024,VOLLC5F036,70002018,289
01-01-2024,VOLLA6AAB1,70002018,522
01-01-2024,VOLLF5D4E6,70002018,428
01-01-2024,VOLLEEC6A4,70002018,116
01-01-2024,VOLL56AE91,70002018,615
01-01-2024,VOLLDDFCD0,70002018,741
01-01-2024,VOLL4B8018,70002018,778
01-01-2024,WLFT9CBF85,70002018,583
01-01-2024,WLFTB0B8BE,70002018,575
01-01-2024,WLFTB7DF2B,70002018,998
01-01-2024,WLFT52B261,70002018,310
01-01-2024,YOGA19401E,70002018,409
01-01-2024,YOGACE3F89,70002018,538
01-01-2024,YOGA4680D3,70002018,84
01-01-2024,YOGA1B22A2,70002018,381
01-01-2024,YOGA6FA844,70002018,139
01-01-2024,YOGAA7E602,70002018,345
01-01-2024,ARCHDDE20D,90002001,173
01-01-2024,ARCH158F41,90002001,66
01-01-2024,ARCHAFF0E4,90002001,62
01-01-2024,ARCH6B94F7,90002001,109
01-01-2024,ARCH5D1FE7,90002001,92
01-01-2024,ARCH7B49A9,90002001,33
01-01-2024,ARCH497D34,90002001,96
01-01-2024,ARCHE71D79,90002001,47
01-01-2024,BADM88C384,90002001,100
01-01-2024,BADMA5EBA3,90002001,32
01-01-2024,BADM4BAB38,90002001,66
01-01-2024,BADMDC6AB1,90002001,36
01-01-2024,BADM50C510,90002001,83
01-01-2024,BADM2459FB,90002001,64
01-01-2024,BADM9DDCED,90002001,124
01-01-2024,BADMD11DA6,90002001,47
01-01-2024,BADMDA1B05,90002001,103
01-01-2024,BADM376040,90002001,32
01-01-2024,BADM03A202,90002001,47
01-01-2024,BADME151E6,90002001,113
01-01-2024,BADMDA5EC8,90002001,77
01-01-2024,BADM48A260,90002001,109
01-01-2024,BADM8FFE12,90002001,112
01-01-2024,BADM1B8332,90002001,87
01-01-2024,BADM7E90FB,90002001,110
01-01-2024,BASK7F5383,90002001,35
01-01-2024,BASKEE612D,90002001,102
01-01-2024,BASK4C69DF,90002001,96
01-01-2024,BASK9E4294,90002001,31
01-01-2024,BASKEE32E4,90002001,102
01-01-2024,BASKE57A19,90002001,99
01-01-2024,BASK728A58,90002001,94
01-01-2024,BASKED86BF,90002001,38
01-01-2024,BASK32528E,90002001,70
01-01-2024,CAMP24F868,90002001,84
01-01-2024,CAMPA3B110,90002001,50
01-01-2024,CAMPEE1159,90002001,119
01-01-2024,CAMP7A5E65,90002001,66
01-01-2024,CAMP69AF0F,90002001,73
01-01-2024,CAMP10C410,90002001,64
01-01-2024,CAMPECAADE,90002001,87
01-01-2024,CAMPF24336,90002001,29
01-01-2024,CAMPE624C8,90002001,66
01-01-2024,CAMP11E3FA,90002001,12
01-01-2024,CAMPCB6B05,90002001,112
01-01-2024,CAMPDFA679,90002001,74
01-01-2024,CAMP4005E6,90002001,71
01-01-2024,CRIC6888B0,90002001,31
01-01-2024,CRICE4E9A2,90002001,32
01-01-2024,CRIC670481,90002001,12
01-01-2024,CRICCCD675,90002001,35
01-01-2024,CRIC05FECB,90002001,6
01-01-2024,CRIC681856,90002001,22
01-01-2024,CRICBBFD56,90002001,33
01-01-2024,CRIC57FB52,90002001,12
01-01-2024,CRIC294CD6,90002001,12
01-01-2024,CRIC892BAA,90002001,10
01-01-2024,CRIC2AE4DF,90002001,14
01-01-2024,CRICC0D928,90002001,16
01-01-2024,CRIC1FC74E,90002001,158
01-01-2024,CRIC905F1B,90002001,167
01-01-2024,CRIC35B3C7,90002001,336
01-01-2024,CRIC462BA5,90002001,467
01-01-2024,CRICBDB8DA,90002001,372
01-01-2024,CRIC1BA87E,90002001,508
01-01-2024,CRIC7633A6,90002001,265
01-01-2024,CRIC8B52CE,90002001,719
01-01-2024,CRIC538334,90002001,583
01-01-2024,CRIC385D92,90002001,613
01-01-2024,CRICF950D4,90002001,497
01-01-2024,CRIC16E55F,90002001,84
01-01-2024,CRIC02DA3C,90002001,229
01-01-2024,CRIC98DB22,90002001,197
01-01-2024,CRICCE879E,90002001,266
01-01-2024,CRIC372046,90002001,111
01-01-2024,CRICF6D4C2,90002001,197
01-01-2024,CRIC7270D1,90002001,497
01-01-2024,CRIC64B186,90002001,353
01-01-2024,CRIC2841E6,90002001,399
01-01-2024,CRIC2101AF,90002001,694
01-01-2024,CRICDB62E7,90002001,547
01-01-2024,CRICA7A3B4,90002001,406
01-01-2024,CRICD69383,90002001,429
01-01-2024,FISH731A02,90002001,174
01-01-2024,FISH8CF49F,90002001,507
01-01-2024,FISH6AC780,90002001,282
01-01-2024,FISHC4F1E3,90002001,418
01-01-2024,FISH9C6E1A,90002001,112
01-01-2024,FISH9DCA51,90002001,318
01-01-2024,FISHA6E17F,90002001,82
01-01-2024,FOOTDA10C6,90002001,437
01-01-2024,FOOT8B25BD,90002001,476
01-01-2024,FOOTBCD3A9,90002001,363
01-01-2024,FOOTC865F3,90002001,374
01-01-2024,FOOT9DB3E4,90002001,281
01-01-2024,FOOTB533BF,90002001,185
01-01-2024,FOOT80D996,90002001,351
01-01-2024,FOOT0CD3DE,90002001,524
01-01-2024,FOOT528FB5,90002001,161
01-01-2024,FOOT86D9A9,90002001,265
01-01-2024,FOOT0E544D,90002001,464
01-01-2024,FOOTF63A17,90002001,243
01-01-2024,FOOT93E2C6,90002001,552
01-01-2024,FOOT2BAAAD,90002001,327
01-01-2024,FOOT9B3291,90002001,174
01-01-2024,FOOT7DA9E9,90002001,127
01-01-2024,FOOT6681B1,90002001,88
01-01-2024,FOOT2271DD,90002001,262
01-01-2024,FOOT614FC7,90002001,551
01-01-2024,FOOT41CE85,90002001,399
01-01-2024,FOOTC136F5,90002001,441
01-01-2024,FOOT7EB7BC,90002001,4
01-01-2024,FOOT17860D,90002001,1
01-01-2024,FOOT63FDD7,90002001,4
01-01-2024,FOOT21667B,90002001,5
01-01-2024,FOOTFCA276,90002001,6
01-01-2024,FOOTD3B001,90002001,2
01-01-2024,FOOT65813B,90002001,1
01-01-2024,FOOT4A3199,90002001,3
01-01-2024,FOOTFA6CB6,90002001,4
01-01-2024,FOOT424157,90002001,1
01-01-2024,FOOT67945A,90002001,3
01-01-2024,FOOTAB35F3,90002001,1
01-01-2024,FOOT489639,90002001,2
01-01-2024,FOOT49D279,90002001,1
01-01-2024,HNDLA1722E,90002001,1
01-01-2024,HNDL03C073,90002001,4
01-01-2024,HNDL9B1B7D,90002001,2
01-01-2024,HIKD0476A,90002001,6
01-01-2024,HIKAED3D8,90002001,8
01-01-2024,HIKD8EC67,90002001,13
01-01-2024,HIK5BEC68,90002001,21
01-01-2024,HIK8D130E,90002001,10
01-01-2024,HIK551B1C,90002001,9
01-01-2024,HIKC3460C,90002001,8
01-01-2024,HIKF7229D,90002001,21
01-01-2024,HIK070F0B,90002001,8
01-01-2024,HIKCAC6DD,90002001,17
01-01-2024,HIK77A350,90002001,21
01-01-2024,HIK1EDFAB,90002001,21
01-01-2024,HIK36B5E7,90002001,10
01-01-2024,HIK3D8B94,90002001,17
01-01-2024,HIKBE06F0,90002001,17
01-01-2024,HIKD4C3B1,90002001,5
01-01-2024,HIK477AAF,90002001,9
01-01-2024,HIK3DF988,90002001,17
01-01-2024,HIKD36FFD,90002001,7
01-01-2024,HIKFE5678,90002001,7
